input,candidate,reference
It was mainly the chants of away fans that could be heard.,"Es war vor allem die Bandbreite der Fans, die gehört werden konnten.",Zu hören waren überwiegend die Gästefans mit ihren Gesängen.
"Janson is an old hand himself when it comes to his profession, the art of acting.","Janson ist eine alte Hand selbst, wenn es um seinen Beruf, die Kunst der Hand.","Janson ist selbst ein alter Hase in seinem Metier, der Schauspielkunst."
"""They believe that it defies logic, the laws of physics as well as common sense,"" Crump said.","""Sie glauben, dass sie die Gesetze der Physik, die Gesetze des Physik sowie der gesunde Menschenverstand, sagte Crump.","„Sie sind der Ansicht, dass es jeder Logik entbehre, gegen die Gesetze der Physik wie auch gegen den gesunden Menschenverstand verstoße“, so Crump."
This also applies in the case of the victims.,Das gilt auch für die Opfer.,Das gilt auch für die Opfer.
Hundreds of soldiers and policemen guarded the building as Morsi arrived shortly after 11am local time in a small motorcade.,Hunderte von Soldaten und Polizisten haben das Gebäude als Mursi kurz nach 11 Uhr in einem kleinen Autobus kurz nach dem Ort in einem kleinen Autobahnkreuz kurz nach dem Mursi gelangt.,"Hunderte Soldaten und Polizisten bewachten das Gebäude, als Mursi kurz nach elf Uhr Ortszeit in einem kleinen Autokonvoi eintraf."
"On Tuesday, armed with machetes and knives, they stabbed the 11-year-old to death and threw the body into a well, reported the ""El País"" newspaper on Thursday.","Am Dienstag, bewaffnet mit Machetes und Messer, sie fielen die 11-jährige zum Tode und warf den Körper in eine gut gemeldete ""El País"" Zeitung am Donnerstag.","Mit Macheten und Messern bewaffnet erstachen sie am Dienstag den 11-Jährigen und warfen den Leichnam in einen Brunnen, berichtete die Zeitung ""El País"" am Donnerstag."
The sight of the young girl was so horrific that the carers and nursing staff required psychological support.,"Das Aussehen des jungen Mädchens war so entsetzlich, dass die Pflegekräfte und Pflegekräfte psychologischer Unterstützung erfährt.","Der Anblick der Jugendlichen war so entsetzlich, dass die Pfleger und Schwestern psychologischen Beistand brauchten."
I only purchase special items now and again.,Ich kann nur spezielle Artikel jetzt und wieder erwerben.,Nur ab und an kaufe ich etwas Spezielles.
"Children should be taught myths and legends as ""models for a way of life"", author says.","Kinder sollten Mythen und Legenden als ""Modelle für eine Lebensweise"" unterrichtet werden, Autoren sagt der Autor.","Kinder sollten Mythen und Legenden als „Vorbilder für das Leben“ beigebracht bekommen, meint ein Autor."
Mayor Hermann Arndt will be officially opening the exhibition at 14:30.,Bremn Arndt wird die Ausstellung um 14:30 offiziell eröffnet.,Die offizielle Eröffnung der Ausstellung nimmt Bürgermeister Hermann Arndt Samstag um 14.30 Uhr vor.
"The report also gives an overview of the discrimination faced by intersex and transgender people in the realm of employment, as well as levels of harassment, violence and bias crimes.","Der Bericht gibt auch einen Überblick über die Diskriminierung von Menschenrechtsverletzungen im Bereich der Beschäftigung, der Schikanierung, Gewalt und Verbrechen.","Der Bericht gibt auch einen Überblick über die Diskriminierung, der sich intersexuelle und Transgender-Personen im Berufsleben ausgesetzt sehen sowie über das Ausmaß von Belästigung, Gewalt und Vorurteilskriminalität."
Republic has been trying to fix Frontier's finances as part of selling the airline.,Reparatur hat sich als Teil der Verkaufsfluggesellschaft bewährt.,"Republic hat versucht, im Rahmen des Verkaufs der Gesellschaft die Finanzen von Frontier in den Griff zu bekommen."
Learning rather than unemployment: Tourism pilot project for the untrained,Lernen und statt Arbeitslosigkeit: Tourismusprojekt für die ungehinderte Nation.,Lernen statt arbeitslos: Pilotprojekt für Ungelernte im Tourismus
"Even though she earns S$3,000 ($2,400) a month as an administrator and her husband works as well, the monthly family income is insufficient, she says.","Obwohl sie S$3,000 ($2,400) einen Monat als Verwalter und ihre Mannschaft arbeitet, ist die monatliche Familie nicht ausreichend, sagt sie.","Obwohl sie jeden Monat 3.000 Singapur-Dollar (ca 1.730 Euro) als Verwaltungsmitarbeiterin verdiene und ihr Mann auch arbeite, reiche das monatliche Familieneinkommen nicht aus, erläutert sie."
"On the occasion of the Geisingen town anniversary, a new chronicle will also be published.",Anlässlich des Geisisingen-Jahrestages wird auch eine neue Chronik veröffentlicht.,Anlässlich des Geisinger Stadtjubiläums wird auch noch eine neue Chronik herausgebracht.
Bwelle and his team spend almost every weekend seeing hundreds of patients,Bwelle und sein Team verbringen jedes Wochenende mit Hunderten von Patienten.,"Bwelle und sein Team verbringen beinahe jedes Wochenende damit, Hunderte von Patienten zu behandeln"
"In Thailand the largest pawnshop operator, EasyMoney, has seen an up to 20 per cent rise in the number of customers using its outlets in recent months.","In Thailand wird EasyMoneyshop, der größte Anbieter von Banken, mit EasyMoney, gesehen, der Anzahl der Kunden in den letzten Monaten um bis zu 20 Prozent steigt.","Der größte thailändische Pfandhausbetreiber, EasyMoney, hat in seinen Filialen einen 20-prozentigen Kundenzuwachs in den letzten Monaten erlebt."
"If you can do that, Khan said, the public gets more comfortable.","Wenn Sie das tun können, sagte Khai, die Öffentlichkeit wird bequemer.","Damit, so Khan, wäre auch die Öffentlichkeit beruhigter."
"""A blatant wrong decision,"" commented Rangnick, who referred to Harkam as being ""completely out of his depth"".","""Ein eklatanter Fehler"", kommentierte Rangnick, der Harkam als ""entlich aus seiner Tiefe"" bezeichnete.","""Eine krasse Fehlentscheidung"", meinte Rangnick, der Schiedsrichter Harkam als ""völlig überfordert"" bezeichnete."
"The Retail Committee of the Frankfurt Chamber of Industry and Commerce believes that this is ""not a good idea"".","Der Retail-Ausschuss der Industrie- und Handelskammern ist der Ansicht, dass dies ""nicht eine gute Idee"".","Der Einzelhandelsausschuss der IHK Frankfurt hält das ""für keine gute Idee""."
"She appointed an outside monitor to oversee major changes, including reforms in policies, training and supervision, and she ordered a pilot program to test body-worn cameras in some precincts where most stops occur.","Sie ernannte einen Außenmonitor zur Überwachung der wichtigen Änderungen, einschließlich Reformen in Richtung Strategien, Ausbildung und Überwachung, und befasste sie ein Pilotprogramm zur Prüfung von Kamera-Geldern in einigen Bereichen, in denen die meisten Stationen auftreten.","Sie ernannte eine externe Stelle zur Überwachung der Umsetzung wesentlicher Änderungen, einschließlich Reformen bei Richtlinien, Schulung und Dienstaufsicht, und ordnete ein Pilotprogramm mit am Körper getragenen Kameras in Vierteln an, in denen die meisten Kontrollen durchgeführt wurden."
"Boeing says its revamped ""777X"" will hold 406 people based on economy seats more than 17 inches wide and set out 10 in each row.","Die Boeing wird von ""777X"" abgelehnt, die 406 Menschen auf Grundlage von Wirtschaftssitze mehr als 17 Zoll groß und in jeder Reihe aufgegeben.","Boeing behauptet, seine modernisierte „777X“ fasse 406 Personen bei Sitzen in der Touristenklasse, die über 17 Zoll breit sind und so zehn pro Reihe erlauben."
We had decided to do a first flight and to do an update period and that's what we have done.,"Wir hatten beschlossen, eine erste Flucht zu machen und eine Aktualisierungsperiode zu erreichen, und das ist es, was wir getan haben.","Wir haben beschlossen, einen ersten Flug zu unternehmen und dann einen Überarbeitungszeitraum anzuhängen, was wir auch getan haben."
"In a pizzeria he avoids pasta dishes or just orders a pizza without cheese, all just a question of habit.","In einer Pizzeria vermeidet er Pasta oder nur eine Pizza, die nur eine Pizza ohne Käse, alle nur eine Frage der Gewohnheit.","In einer Pizzeria weicht er auf Pastagerichte aus, oder bestellt eben eine Pizza ohne Käse, alles eine Frage der Gewohnheit."
Firefighters abseil down cliff face to pluck the dog from certain death,"Feuerbrand abseilen Klippen auf die Hunde, um einen Hund aus bestimmten Tod zu schlucken.",Feuerwehrleute seilten sich an Felswand ab und retteten den Hund vor dem sicherem Tod
Definitely nothing like student accommodation with a shared bathroom and kitchen.,The staff were very friendly and helpful.,Schon gar nicht wie in einer Studenten-WG mit einem gemeinsamen Bad und einer Küche.
The fact that the dog was spotted is unbelievable.,"Die Tatsache, dass der Hund geklungen war, ist unglaublich.","Die Tatsache, dass der Hund entdeckt wurde, ist unglaublich."
This was not so simple as they also had to negotiate a narrow stairwell.,"Das war nicht so einfach, da sie auch einen engen Treppenwell verhandeln musste.","Dies war nicht so einfach, da auch eine enge Treppe zu überwinden war."
A bird airlifted ashore after being found exhausted on a North Sea oil rig has been released back into the wild.,"Ein Vogelschluchter, der auf einer Nordsee-Öl-Öl-Rückkehr gefunden wurde, wurde in die Wildnis freigegeben.","Ein per Luftrettungsdienst an die Küste geflogener Vogel, der erschöpft auf einer Nordsee-Bohrinsel gefunden worden war, wurde wieder in die Natur entlassen."
All those involved will be happy with that evaluation.,Alle Beteiligten werden mit dieser Bewertung zufrieden sein.,Damit werden alle Beteiligten leben können.
Let this case serve as a warning to criminals that no one is beyond the reach of the law.,"Dieser Fall sollte als Warnung an Kriminelle dienen, dass niemand über das Reich des Gesetzes hinausgeht.","Dieser Fall sollte Kriminellen eine Warnung sein und zeigt, dass sich keiner dem Arm des Gesetzes entziehen kann."
A few bags won't make much of a difference there - in contrast to on the street where no-one wants to trample through other peoples' leftover food.,"Ein paar Taschen wird nicht viel von einem Unterschied machen - im Gegensatz zu der Straße, wo kein Mensch über die Nahrungsmittel verfügen möchte, die übrigens über andere Lebensmittel verfügen.","Da würden ein paar Tüten mehr oder weniger doch auch nix ausmachen - im Gegensatz zur Straße, wo keiner auf den Essensresten anderer rumtrampeln will."
Sometimes they just need the money very quickly.,Manchmal brauchen sie nur das Geld schnell.,Manchmal brauchen sie auch einfach nur sehr schnell Geld.
"We think a better process is assigning male or female sex, then waiting.","Wir denken, dass ein besserer Prozess die Zahl der männlichen oder weiblichen Geschlechts ist, dann warten darauf.","Wir denken, es wäre besser, das männliche oder weibliche Geschlecht zuzuweisen und dann abzuwarten."
"In a statement on their official website, the Arctic Monkeys said: ""Following the decision to postpone the show at the Birmingham LG Arena tonight and after seeking medical advice, Arctic Monkeys must also postpone the show at the Glasgow Hydro on Friday, November 1.""","In einer Erklärung auf ihrer offiziellen Website sagte der Arktis-Monkeys: ""Im Besonderen die Entscheidung, die Show auf der Birmingham Arena von Birmingham zu verschieben und nach medokaler Beratung, muss Arktis-Monkeys auf den Glasgow am 1. November aufgedeckt haben, das Verhalten der Glasgow am Donnerstag.","In einer Erklärung auf ihrer offiziellen Website teilten die Arctic Monkeys mit: „Nach der Entscheidung, die Show in der LG Arena in Birmingham heute Abend abzusagen sowie auf ärztlichen Rat müssen die Arctic Monkeys auch die Show im Hydro in Glasgow am Freitag, dem 1. November absagen.“"
"The law was vigorously opposed by each of the major Republican presidential candidates during the 2012 primary season, including presumptive nominee Mitt Romney.",Das Gesetz wurde von jedem der großen republikanischen Präsidentschaftskandidaten während der Jahreszeit der Jahreszeit 2012 energisch gegen ein jeder der wichtigsten republikanischen Präsidentschaftskandidaten abgelehnt.,"Das Gesetz war von allen führenden republikanischen Präsidentschaftskandidaten, einschließlich des letztendlichen Herausforderers Mitt Romney, im Vorwahlkampf 2012 entschieden abgelehnt worden."
"She added, ""That was a long time ago, and he's been very kind.""","Sie fügte hinzu: ""Das war vor langer Zeit, und er ist sehr freundlich.""",Sie fügte hinzu: „Das ist schon lange her und er war sehr nett zu mir.“
