input,candidate,reference
A black box in your car?,Eine Black Box in Ihrem Auto?,Eine Blackbox im Auto?
"This year's event includes appearances by Wanda Sykes, Kathy Griffin, and Bill Maher, as well as ""Stand Up for Heroes,"" an annual music-and-comedy benefit for military veterans, at Madison Square Garden, featuring, among others, Bruce Springsteen, Jon Stewart, Roger Waters, and Bill Cosby.","Dieses Jahr wurde die Veranstaltung für die jährlichen Musik- und Kommunisten der jährlichen Vorteile für Militärkämpfer auf dem Madison Square Garden mit unter anderem Bruce Springsteen, Jon, Roger Stewart, und Billching zu einem Besuch beigetragen.","Bei der diesjährigen Veranstaltung gibt es Auftritte von Wanda Sykes, Kathy Griffin und Bill Maher sowie auch von „Stand Up for Heroes“, einer jährlichen Musik- und Comedy-Benefizveranstaltung für Armeeveteranen im Madison Square Garden, bei der unter anderem Bruce Springsteen, Jon Stewart, Roger Waters und Bill Cosby auftreten."
"The road had to be blocked off while the accident was being investigated, the statement continued.","Die Straße musste abgeblockt werden, während der Unfall untersucht wurde, die Erklärung fuhr fort.","Die Fahrbahn musste während der Unfallaufnahme gesperrt werden, hieß es weiter."
The restrictions have also become increasingly difficult to enforce as use of the devices has become ubiquitous.,"Die Einschränkungen sind auch immer schwerer, als die Verwendung der Geräte durchzusetzen, ist allgegenwärtig.","Die Einschränkungen sind auch zunehmend schwerer durchzusetzen, weil die Nutzung der Geräte allgegenwärtig geworden ist."
Only when the psychological strain becomes severe do people give it consideration.,"Erst wenn die psychologische Belastung schwerere Rücksicht nehmen, geben sie diese Aufmerksamkeit.","Erst wenn der Leidensdruck wirklich groß ist, mache man sich Gedanken."
Konstanz: Cyclist knocks over 63-year-old man,Konstanz: Die Kykladen über 63 Jahre alte Menschen,Konstanz: Radler fährt 63-Jährigen um
"According to police, when a 63-year-old man suddenly stepped out of a pub onto the footpath, the cyclist was unable to brake in time.","Nach Ansicht der Polizei, als ein 63-jähriger Mann plötzlich aus einem Pub auf den Fußspuren starb, konnte der Radfahrer rechtzeitig nicht bremsen.","Als plötzlich ein 63 Jahre alter Mann von einem Lokal auf den Gehweg trat, konnte der Fahrradfahrer laut Polizei nicht mehr rechtzeitig bremsen."
"For medical and nursing students such as O'Malley, who come from the United States and Europe to join Bwelle on his missions, it's a hands-on opportunity they'd never get at home.","Für Studierende wie O'Malley, die aus den Vereinigten Staaten und Europa kommen, um Bwelle bei seinen Missionen zu kommen, ist es eine Gelegenheit, die sie nie zu Hause ergreifen werden.","Für Medizin- und Krankenpflegestudenten wie O'Malley, die aus den USA und Europa kommen und Bwelle unterstützen, ist dies eine Chance, praktische Erfahrungen zu sammeln, die sie zu Hause nie bekommen würden."
"The new carry-on fee is for bags in the overhead bin, so small bags under the seat will still be free.","Die neue Tragegeldgebühr ist für Taschen im Overlay, so dass kleine Taschen unter dem Sitz weiterhin frei sein werden.","Die neue Gebühr gilt für Handgepäck im Gepäckfach über dem Sitz, kleine Taschen unter dem Sitz sind weiterhin kostenlos."
The season begins afresh for us with this match.,Die Saison beginnt mit diesem Spiel auf uns!,Mit diesem Spiel beginnt die Saison neu für uns.
"To close the celebrations on the occasion of its 160th anniversary, the Liederkranz Dunningen (Dunningen Amateur Choir, or Glee Club, if you like) will perform Franz Schubert's ""Deutsche Messe"" (German Mass) to accompany two church services.","Zum Abschluss der Feierlichkeiten anlässlich des 160. Jahrestages werden die Liederkranz Dunningen (Dunningen Amateur Chir, Glee Club, wenn ihr möchtet) Franz Schubers „Deutsche Messe“ (Deutsche Messe) begleiten zwei Kirschkulare Leistungen begleiten.","Zum Abschluss der Feierlichkeiten aus Anlass seines 160-jährigen Bestehens wird der Liederkranz Dunningen zwei Gottesdienste mit der ""Deutschen Messe"" von Franz Schubert umrahmen."
He was jailed for a minimum of six years.,Er wurde mindestens sechs Jahre lang inhaftiert.,Er wurde zu mindestens sechs Jahren Gefängnis verurteilt.
"One could argue that New York City is the birthplace of standup comedy in America: nearly a hundred years ago, the vaudevillian Frank Fay, who served as the master of ceremonies at the Palace Theatre, on Broadway, started telling jokes directly to the crowd, in a conversational manner.","Man könnte argumentieren, dass New York City Geburtsstunden der Stellung Komödie in Amerika ist: vor fast hundert Jahren war der vaudevillian Frank Fay, der als Meister der Zeremonien am Palast, am Broadway, mit einem gewissen Witzboldelnden Scherben bei der Menge, auf eine Weise, in einer Diskussion.","Man könnte sagen, dass New York City die Geburtsstätte von Stand-up Comedy in Amerika ist: Vor knapp hundert Jahren fing der Varietekünstler Frank Fay, der als Conférencier im Palace Theatre am Broadway arbeitete, damit an, der Menge direkt Witze in Form eines Gesprächs zu erzählen."
"Of the 30 proposals, only two will remain at the end of the selection procedure.",Von den 30 Vorschlägen bleiben nur noch zwei am Ende des Auswahlverfahrens.,Von den 30 Vorschlägen werden am Ende des Auswahlverfahrens nur zwei übrig bleiben.
"During the subsequent collision, the pedestrian was thrown against the wall of the building, and then fell onto the ground, suffering a laceration to the head that measured around 15 centimetres in length.","Während der nachfolgenden Kollision wurde die Fußgängerzone gegen die Wand des Gebäudes geworfen und dann auf den Boden gefallen, leiden eine Lähmung an den Kopf, der ca. 15 centimeter lang Länge.","Bei dem folgenden Zusammenstoß wurde der Fußgänger gegen die Hauswand gedrückt, ging im weiteren Verlauf zu Boden und zog sich eine rund 15 Zentimeter lange Platzwunde am Kopf zu."
The solemn mass is to take place on Sunday 3 November at 11.30 a.m.,"Die feierliche Messe ist am Sonntag, den 3. November um 11.30 Uhr, statt.","Die feierliche Messe findet statt am Sonntag, 3. November, um 11.30 Uhr."
"From each parish, at least two elected members are to be represented, with so-called church community teams set up on-site in the six parishes.","Von jeder Pfarrei sollen mindestens zwei gewählte Mitglieder vertreten sein, wobei sogenannte Kirchenteams vor Ort eingerichtet wurden.","Aus jeder Pfarrei sollen mindestens zwei gewählte Mitglieder vertreten sein, in den sechs Pfarreien werden vor Ort so genannte Gemeindeteams gebildet."
"In Singapore, about 70 per cent of items pawned at the city-state's 200 pawn outlets are gold.","In Singapur, rund 70 Prozent der in den 200 Pfad-Sänger-Geschäften der Stadt verzeichneten Gegenstände sind Gold.",In Singapur sind etwa 70 Prozent der verpfändeten Gegenstände in den 200 Pfandhäusern des Stadtstaats Gold.
Bulgarian consumers will receive gas from South Stream at a discounted rate once the entire project starts operating in 2015.,"Die bulgarischen Konsumenten erhalten Gas aus dem South Stream zu einem ermäßigten Preis, sobald das gesamte Projekt 2015 beginnt.","Bulgarische Verbraucher erhalten Gas von South Stream zu vergünstigten Tarifen, wenn das gesamte Projekt 2015 in Betrieb geht."
"On Saturday 7 September, the Highland Games will start at 1:30 p.m.","Am Samstag, den 7. September, beginnen die Highland Games um 13:30 Uhr.","Am Samstag, 7. September, starten um 13.30 Uhr die Highlander-Games."
The Hammereisenbach Music Society gave an open-air concert on the terrace of the Hammer Guest House.,Die Hammereisenbacher Musikgesellschaft veranstaltete auf der Terrasse des Hammer Guest House ein Freiluftkonzert.,Der Musikverein Hammereisenbach gibt ein Platzkonzert auf der Terrasse des Gasthauses Hammer.
Seven points added to his licence resulted in him receiving a six-month driving ban.,"Sieben Punkte, die seiner Lizenz hinzugefügt wurden, führten zu einem Aufenthalt von sechs Monaten.",Er erhielt sieben Punkte und ein sechsmonatiges Fahrverbot.
"Once a psychiatric expert had cast considerable doubt on him suffering from any psychiatric condition, and thus on his limited culpability, the 33-year-old made a full confession.","Nachdem ein Psychiatrie-Experte erhebliche Zweifel an ihm geworfen hatte, leidet er unter jedem psychiatrischen Zustand und somit an seiner beschränkten Schuld, dass 33 Jahre alte Vollbeschäftigung erst einmal.","Nachdem ein psychiatrischer Sachverständiger große Zweifel an der psychischen Einschränkung und damit an einer eingeschränkten Schuldfähigkeit andeutete, legte der 33-Jährige ein umfassendes Geständnis ab."
"This is to the delight of many Kleve residents, guests from near and far and the students who are discovering the'restaurant mile', and with it the Café Déjà Vu, for themselves.","Dies ist die Freude vieler kleinen Bewohner, Gäste aus der Nähe und den Schülern, die die ""Restaurant Meilen"" entdecken und das Café Déjà Vu, für sich selbst.","Zur Freude vieler Klever, der Gäste aus nah und fern und der Studenten, die die Gastromeile und damit auch das Café Déjà Vu für sich entdecken."
"Since 2006, eight tunnels of this type have been discovered, the press conference in San Diego continued.","Seit 2006 wurden acht Tunnel dieser Art entdeckt, die Pressekonferenz in San Diego setzte sich fort.","Seit 2006 seien acht derartige Tunnel entdeckt worden, hieß es auf der Pressekonferenz in San Diego weiter."
"As an official from the Criminal Investigation Department reported, following the first conviction achieved using telephone surveillance measures, at least four further cases of exploitative human trafficking could be identified.","Als offizieller aus dem Strafrechtlichen Referat berichtet, dass nach der ersten Überzeugung die Maßnahmen der Telekomüberwachung zumindest vier weitere Fälle von Ausbeutungszentrum Menschenhandel ergriffen werden könnten.","Wie ein Kripo-Beamter berichtete, konnten nach einer ersten Anzeige durch Telefonüberwachungsmaßnahmen mindestens vier weitere Fälle von ausbeuterischem Menschenhandel ermittelt werden."
"Whether or not life exists on at least some of these, no-one knows.","Ob es nun einmal Leben gibt oder nicht, zumindest einige dieser, weiß niemand.","Ob es zumindest auf einigen davon Leben gibt, weiß keiner."
"All three face a maximum penalty of life imprisonment, according to the authorities.","Alle drei stehen vor einer maximalen Strafe von Gefängnisstrafen, gemäß den Behörden.","Allen dreien droht als Höchststrafe lebenslanger Freiheitsentzug, wie Beamte sagten."
"For this match he finally has his complete squad available, with the exception of Hendrick Blohme who is out with long-term injury.","Für dieses Spiel hat er endlich seine vollständige Mannschaft, mit Ausnahme von Hend Blrick Blohme, die mit langjähriger Verletzung ausgelassen ist.","Dabei hat er endlich mal, mit Ausnahme des dauerverletzten Hendrik Blohme, seinen kompletten Kader zur Verfügung."
"The California woman plans to challenge what may be a first-of-its-kind citation, saying the Internet-connected eyewear makes navigation easier.","Die California-Frau plant, Herausforderungen zu bewältigen, die ein erstes Zitat sein könnten, das sagen, dass die Internet-Zusammenschluss-Navigationsleiste die Navigation erleichtert.","Die Kalifornierin plant, die möglicherweise erste Vorladung dieser Art anzufechten, mit der Begründung, die mit dem Internet verbundene Brille erleichtere die Navigation."
Law enforcement authorities and Secret Services also have legal authorisation to intercept or take note of e-mails.,Die für die Durchsetzung der Rechtsverwaltungen und die Dienstleistungen geltenden Rechtsvorschriften haben auch die rechtliche Genehmigung zur Abhört bzw. zur Kenntnis genommen.,"Auch die Strafverfolgungsbehörden und Geheimdienste haben legale Möglichkeiten, E-Mails abzufangen oder zur Kenntnis zu nehmen."
"Only other people get old, she says, smirking.","Nur andere Menschen werden alt, sagt sie, sie ist die Freude.","Alt werden immer nur die anderen', sagt sie schmunzelnd."
"Pope Francis will create new cardinals of the Catholic Church for his first time on February 22, the Vatican announced Thursday.","Der Vatikan wird am 22. Februar, dem am Donnerstag, dem 2. Februar, neue Kartenanlieger der katholischen Kirche erstellen.","Papst Franziskus werde am 22. Februar erstmals neue Kardinäle der katholischen Kirche berufen, wie der Vatikan am Donnerstag bekannt gab."
